u_id,grade30,grade36,kapr,mean_confidence,mean_confidence_right,mean_confidence_wrong,percent_attention,percent30,percent36,page_1_kapr,page_2_kapr,page_3_kapr,page_4_kapr,page_5_kapr,page_6_kapr,mode,mode_description,page_1_attention,page_2_attention,page_3_attention,page_4_attention,page_5_attention,page_6_attention,page_1_score,page_2_score,page_3_score,page_4_score,page_5_score,page_6_score,duration,date,section,moderate,minimum,budget,budget_percent_used
49,23,29,1.7848685994861933,3,3,3,1,76.66666666666667,80.55555555555556,0.8670613892558515,0.414970838632715,0.24444727108176334,2.3888697779317347e-4,0.2581502135380702,0,4,Clickable & meter with high limit,1,1,1,1,1,1,0.8,0.8,0.6,1,0.6,0.8,9.65,2018-04-02T18:58:00Z,2,35.685805,6.00199,35.685805,5.001620670981622
51,29,35,0,2.2777777777777777,2.2857142857142856,2,1,96.66666666666667,97.22222222222221,0,0,0,0,0,0,1,Full disclosure,1,1,1,1,1,1,1,1,1,1,0.8,1,11.6,2018-04-07T19:12:06Z,2,36.886574,6.475996,100,0
52,27,33,2.7854393652467118,1.5277777777777777,1.5757575757575757,1,1,90,91.66666666666666,1.3374482099488536,4.5239026010124306e-4,0.5850216356163884,0,0.43068910256410264,0.43182802685726585,3,Clickable & meter with no limit,1,1,1,1,1,1,1,0.8,0.8,1,0.8,1,14.4666666666667,2018-04-03T21:38:09Z,2,37.772831,5.606789,100,2.7854393652467118
55,27,33,8.18533216156743,1.8888888888888888,1.9393939393939394,1.3333333333333333,1,90,91.66666666666666,0.6642133204633209,2.199117369606223,2.286521981610864,1.0182151657706089,1.5912535413814188,0.4260107827349944,4,Clickable & meter with high limit,1,1,1,1,1,1,1,0.8,0.8,1,1,0.8,9.13333333333333,2018-04-02T19:00:46Z,2,37.615918,5.056235,37.615918,21.76028818854675
59,25,31,13.0122768162033,2.0555555555555554,2.193548387096774,1.2,1,83.33333333333334,86.11111111111111,1.0443927384622012,2.4050013328270023,2.7542070698434604,1.7250087077673273,2.8982950779840513,2.1853718893192577,4,Clickable & meter with high limit,1,1,1,1,1,1,1,0.8,0.6,1,0.8,0.8,11.5166666666667,2018-04-02T19:03:33Z,2,35.685805,6.00199,35.685805,36.46345323078266
61,27,33,6.339873830115811,2.6944444444444446,2.757575757575758,2,1,90,91.66666666666666,0.6947221505561298,0.636321273030716,1.8643341780685105,1.015592001255084,1.1706610814622243,0.958243145743146,3,Clickable & meter with no limit,1,1,1,1,1,1,1,0.8,0.8,1,0.8,1,5.33333333333333,2018-04-03T21:30:05Z,2,36.886574,6.475996,100,6.339873830115811
62,23,29,10.832825214747825,2.5833333333333335,2.7586206896551726,1.8571428571428572,1,76.66666666666667,80.55555555555556,1.37575075075075,1.1427931387608794,5.079941675043823,0.03003540597525678,1.6526337872104007,1.551670457006714,3,Clickable & meter with no limit,1,1,1,1,1,1,0.8,0.6,0.6,1,0.6,1,9.15,2018-04-03T21:45:59Z,2,37.772831,5.606789,100,10.832825214747825
73,25,31,3.905110324724966,1.6666666666666667,1.7741935483870968,1,1,83.33333333333334,86.11111111111111,0.9853118466929706,1.043916969718636,1.231060550992403,0.018768768768768318,0.597117003367003,0.02893518518518512,2,Clickable w/out meter,1,1,1,1,1,1,1,0.8,0.4,1,1,0.8,16.4166666666667,2018-04-06T19:03:56Z,2,36.06573,5.752679,100,3.905110324724966
77,26,32,3.967768767338141,3,3,3,1,86.66666666666667,88.88888888888889,0.7450319454752304,1.0259835171277318,0.9642831965429904,0.13020833333333326,0.9678531727083175,0.13440860215053752,5,Clickable & meter wih limit,1,1,1,1,1,1,0.8,0.8,1,1,0.8,0.8,10.9333333333333,2018-04-06T21:36:51Z,2,37.427997,5.586509,5.586509,71.02411841345177
78,26,32,0.5576767708785827,2.3055555555555554,2.375,1.75,1,86.66666666666667,88.88888888888889,0.20238970807230217,0.18555190122782897,0.130906750019683,0.019290123456790598,2.481646451883712e-4,0.0192901234567896,3,Clickable & meter with no limit,1,1,1,1,1,1,1,0.8,0.8,1,0.8,0.8,7.85,2018-04-03T21:32:56Z,2,37.086539,4.515997,100,0.5576767708785827
79,28,34,1.3871849531971763,3,3,3,1,93.33333333333333,94.44444444444444,2.4591306537521555e-4,0.736055975128392,0.255790219252669,0.06313131313131293,0.2577861952861953,0.07417533733323178,4,Clickable & meter with high limit,1,1,1,1,1,1,1,0.8,1,1,1,0.8,7.45,2018-04-02T18:58:36Z,2,35.685805,6.00199,35.685805,3.8872177696346664
81,25,31,0,2.4166666666666665,2.5161290322580645,1.8,1,83.33333333333334,86.11111111111111,0,0,0,0,0,0,1,Full disclosure,1,1,1,1,1,1,0.8,0.8,0.8,1,0.6,1,10.3666666666667,2018-04-07T19:13:14Z,2,36.886574,6.475996,100,0
82,26,32,0.25711042628152614,2.4166666666666665,2.375,2.75,1,86.66666666666667,88.88888888888889,0.19538352621750454,0.06172690006402159,0,0,0,0,3,Clickable & meter with no limit,1,1,1,1,1,1,0.8,1,0.8,0.8,1,0.8,11.35,2018-04-03T21:31:41Z,2,37.772831,5.606789,100,0.25711042628152614
85,23,29,2.5059368678896816,1.75,1.793103448275862,1.5714285714285714,1,76.66666666666667,80.55555555555556,0.42761539181817876,1.0755431496176855,0.470295366121008,0.09600332962993452,0.43624343327962045,2.3619742325453608e-4,4,Clickable & meter with high limit,1,1,1,1,1,1,0.8,0.6,0.6,1,0.6,1,12.15,2018-04-02T18:59:37Z,2,37.615918,5.056235,37.615918,6.661905387739525
